id,age,decile_score,priors_count,two_year_recid,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other
2825,23,3,1,1,0,1,0,0,1,0,0,1,0,0,0
2828,22,7,0,1,1,0,0,0,1,1,0,0,0,0,0
2829,25,3,1,0,0,1,1,0,0,0,0,0,1,0,0
2830,56,1,4,0,0,1,0,1,0,1,0,0,0,0,0
2834,29,2,1,0,0,1,1,0,0,0,0,0,0,1,0
2835,29,6,10,1,0,1,1,0,0,0,0,1,0,0,0
2836,51,1,1,1,0,1,0,1,0,0,1,0,0,0,0
2837,58,1,3,0,1,0,0,1,0,1,0,0,0,0,0
2841,24,5,3,0,0,1,0,0,1,0,0,1,0,0,0
2842,22,3,0,1,0,1,0,0,1,1,0,0,0,0,0
2843,39,1,0,0,0,1,1,0,0,0,0,1,0,0,0
2844,20,10,3,1,0,1,0,0,1,0,0,0,1,0,0
2845,46,7,10,1,0,1,0,1,0,0,0,1,0,0,0
2846,38,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2848,23,8,0,1,0,1,0,0,1,0,0,1,0,0,0
2851,39,5,6,0,0,1,1,0,0,0,0,0,0,0,1
2852,25,8,0,0,0,1,1,0,0,1,0,0,0,0,0
2854,31,9,19,1,0,1,1,0,0,1,0,0,0,0,0
2855,25,3,1,1,1,0,1,0,0,1,0,0,0,0,0
2856,26,6,6,0,0,1,1,0,0,1,0,0,0,0,0
2857,25,9,2,0,0,1,1,0,0,1,0,0,0,0,0
2859,37,8,11,1,0,1,1,0,0,0,0,1,0,0,0
2860,36,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2862,26,6,1,1,0,1,1,0,0,1,0,0,0,0,0
2863,21,2,3,1,0,1,0,0,1,0,0,0,0,0,1
2864,35,4,7,1,0,1,1,0,0,1,0,0,0,0,0
2865,22,4,2,1,0,1,0,0,1,1,0,0,0,0,0
2867,25,2,0,0,0,1,1,0,0,0,0,1,0,0,0
2868,24,7,0,0,0,1,0,0,1,0,0,1,0,0,0
2869,36,1,0,0,0,1,1,0,0,0,0,0,1,0,0
2870,24,7,2,1,0,1,0,0,1,1,0,0,0,0,0
2871,21,9,0,1,0,1,0,0,1,1,0,0,0,0,0
2873,32,9,15,1,0,1,1,0,0,0,0,1,0,0,0
2874,33,2,2,1,0,1,1,0,0,1,0,0,0,0,0
2875,33,9,10,1,0,1,1,0,0,1,0,0,0,0,0
2876,23,8,4,1,1,0,0,0,1,1,0,0,0,0,0
2879,29,3,0,0,0,1,1,0,0,0,0,1,0,0,0
2880,50,3,8,0,0,1,0,1,0,0,0,1,0,0,0
2882,32,5,5,1,0,1,1,0,0,0,0,1,0,0,0
2883,33,8,14,1,0,1,1,0,0,1,0,0,0,0,0
2885,37,8,13,1,0,1,1,0,0,1,0,0,0,0,0
2886,27,7,9,1,0,1,1,0,0,1,0,0,0,0,0
2887,27,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2890,52,7,21,1,1,0,0,1,0,1,0,0,0,0,0
2891,21,5,1,1,0,1,0,0,1,0,0,0,1,0,0
2892,58,1,1,0,0,1,0,1,0,1,0,0,0,0,0
2893,27,8,4,0,0,1,1,0,0,1,0,0,0,0,0
2896,28,4,5,1,0,1,1,0,0,1,0,0,0,0,0
2897,28,7,1,1,0,1,1,0,0,0,0,1,0,0,0
2898,31,3,0,0,1,0,1,0,0,0,0,1,0,0,0
2899,30,9,11,1,0,1,1,0,0,0,0,1,0,0,0
2900,24,7,3,0,0,1,0,0,1,1,0,0,0,0,0
2901,26,9,6,1,0,1,1,0,0,1,0,0,0,0,0
2902,43,1,0,0,0,1,1,0,0,0,0,1,0,0,0
2903,31,1,2,1,0,1,1,0,0,1,0,0,0,0,0
2907,22,6,3,1,0,1,0,0,1,1,0,0,0,0,0
2908,23,5,0,0,0,1,0,0,1,1,0,0,0,0,0
2910,42,4,0,0,0,1,1,0,0,0,0,1,0,0,0
2911,34,2,0,1,0,1,1,0,0,1,0,0,0,0,0
2913,30,10,18,0,0,1,1,0,0,1,0,0,0,0,0
2914,29,9,1,0,0,1,1,0,0,1,0,0,0,0,0
2915,38,4,2,1,0,1,1,0,0,0,0,1,0,0,0
2917,26,4,3,0,0,1,1,0,0,0,0,1,0,0,0
2918,25,6,4,1,1,0,1,0,0,0,0,0,1,0,0
2922,51,7,5,0,0,1,0,1,0,1,0,0,0,0,0
2923,36,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2925,62,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2926,23,3,0,1,0,1,0,0,1,1,0,0,0,0,0
2927,34,5,7,1,0,1,1,0,0,1,0,0,0,0,0
2928,35,2,1,0,0,1,1,0,0,1,0,0,0,0,0
2929,22,3,0,0,0,1,0,0,1,0,0,1,0,0,0
2930,29,10,10,1,0,1,1,0,0,1,0,0,0,0,0
2931,40,2,0,0,0,1,1,0,0,1,0,0,0,0,0
2932,36,2,2,0,0,1,1,0,0,1,0,0,0,0,0
2933,26,8,8,1,0,1,1,0,0,1,0,0,0,0,0
2934,25,3,1,1,0,1,1,0,0,1,0,0,0,0,0
2935,69,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2936,27,4,1,0,0,1,1,0,0,1,0,0,0,0,0
2937,20,5,0,1,0,1,0,0,1,0,0,1,0,0,0
2938,27,1,1,0,0,1,1,0,0,1,0,0,0,0,0
2939,24,6,6,0,1,0,0,0,1,1,0,0,0,0,0
2943,42,1,0,0,0,1,1,0,0,0,0,1,0,0,0
2946,25,3,1,0,0,1,1,0,0,0,0,1,0,0,0
2949,46,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2951,25,4,0,0,0,1,1,0,0,1,0,0,0,0,0
2952,22,3,0,0,0,1,0,0,1,1,0,0,0,0,0
2954,21,4,0,0,0,1,0,0,1,0,0,1,0,0,0
2955,30,2,1,0,0,1,1,0,0,1,0,0,0,0,0
2956,46,5,9,0,0,1,0,1,0,0,0,1,0,0,0
2959,26,7,2,0,0,1,1,0,0,1,0,0,0,0,0
2961,33,5,0,1,0,1,1,0,0,1,0,0,0,0,0
2962,40,1,1,0,0,1,1,0,0,1,0,0,0,0,0
2963,34,4,0,0,0,1,1,0,0,0,0,1,0,0,0
2964,22,2,1,1,0,1,0,0,1,0,0,1,0,0,0
2965,28,5,3,0,0,1,1,0,0,0,0,0,1,0,0
2968,31,3,4,1,0,1,1,0,0,1,0,0,0,0,0
2969,59,1,3,1,0,1,0,1,0,0,0,1,0,0,0
2970,37,2,0,0,0,1,1,0,0,0,0,0,0,1,0
2972,50,1,0,0,0,1,0,1,0,1,0,0,0,0,0
2973,21,4,2,1,1,0,0,0,1,0,0,0,0,0,1
2974,57,5,8,1,0,1,0,1,0,1,0,0,0,0,0
2976,31,5,5,0,0,1,1,0,0,1,0,0,0,0,0
2977,51,7,1,0,1,0,0,1,0,1,0,0,0,0,0
2979,44,8,9,0,0,1,1,0,0,1,0,0,0,0,0
2982,48,9,5,1,0,1,0,1,0,1,0,0,0,0,0
2983,25,4,0,0,1,0,1,0,0,0,0,1,0,0,0
2984,51,3,5,0,0,1,0,1,0,1,0,0,0,0,0
2985,50,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2988,57,1,2,0,0,1,0,1,0,0,0,1,0,0,0
2990,55,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2991,59,3,4,1,0,1,0,1,0,1,0,0,0,0,0
2992,42,1,0,0,1,0,1,0,0,1,0,0,0,0,0
2993,20,8,2,1,0,1,0,0,1,0,0,0,1,0,0
2995,58,9,16,0,0,1,0,1,0,1,0,0,0,0,0
2996,21,4,0,0,0,1,0,0,1,0,0,0,0,0,1
2997,32,9,21,1,0,1,1,0,0,1,0,0,0,0,0
2998,24,4,0,0,1,0,0,0,1,0,0,0,1,0,0
3003,42,4,1,0,0,1,1,0,0,1,0,0,0,0,0
3004,29,8,8,1,0,1,1,0,0,1,0,0,0,0,0
3005,21,6,1,0,0,1,0,0,1,1,0,0,0,0,0
3008,31,2,1,1,0,1,1,0,0,0,0,1,0,0,0
3009,56,4,8,0,0,1,0,1,0,0,0,0,1,0,0
3010,58,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3014,22,7,1,1,0,1,0,0,1,1,0,0,0,0,0
3015,46,1,1,1,0,1,0,1,0,0,0,1,0,0,0
3019,50,2,0,1,0,1,0,1,0,0,0,1,0,0,0
3020,46,9,2,0,0,1,0,1,0,1,0,0,0,0,0
3021,44,8,11,1,1,0,1,0,0,1,0,0,0,0,0
3022,35,5,4,0,0,1,1,0,0,1,0,0,0,0,0
3023,30,9,14,1,0,1,1,0,0,1,0,0,0,0,0
3025,42,5,2,0,0,1,1,0,0,1,0,0,0,0,0
3027,46,1,5,1,0,1,0,1,0,1,0,0,0,0,0
3029,42,10,0,1,0,1,1,0,0,1,0,0,0,0,0
3030,37,3,12,0,0,1,1,0,0,1,0,0,0,0,0
3031,29,10,7,1,0,1,1,0,0,0,0,1,0,0,0
3032,32,4,8,0,0,1,1,0,0,1,0,0,0,0,0
3033,31,6,5,0,0,1,1,0,0,0,0,0,0,0,1
3034,33,1,1,0,1,0,1,0,0,1,0,0,0,0,0
3035,25,4,4,0,0,1,1,0,0,0,0,1,0,0,0
3036,33,1,0,0,1,0,1,0,0,1,0,0,0,0,0
3037,21,5,1,0,0,1,0,0,1,0,0,0,1,0,0
3038,64,3,7,0,1,0,0,1,0,0,0,1,0,0,0
3039,35,1,1,1,0,1,1,0,0,0,0,1,0,0,0
3040,56,1,1,0,0,1,0,1,0,1,0,0,0,0,0
3041,38,3,0,1,0,1,1,0,0,0,0,1,0,0,0
3042,40,1,4,0,1,0,1,0,0,1,0,0,0,0,0
3043,34,7,3,0,0,1,1,0,0,1,0,0,0,0,0
3046,28,4,4,0,0,1,1,0,0,1,0,0,0,0,0
3051,51,1,0,0,0,1,0,1,0,1,0,0,0,0,0
3053,35,2,2,0,0,1,1,0,0,1,0,0,0,0,0
3055,61,2,5,0,0,1,0,1,0,1,0,0,0,0,0
3056,25,3,0,0,0,1,1,0,0,1,0,0,0,0,0
3057,25,7,4,1,0,1,1,0,0,1,0,0,0,0,0
3058,26,5,0,0,0,1,1,0,0,1,0,0,0,0,0
3064,42,1,1,0,0,1,1,0,0,0,0,1,0,0,0
3066,25,4,1,0,1,0,1,0,0,1,0,0,0,0,0
3067,26,10,13,1,0,1,1,0,0,1,0,0,0,0,0
3068,31,7,9,0,0,1,1,0,0,1,0,0,0,0,0
3069,35,2,1,0,0,1,1,0,0,0,0,1,0,0,0
3071,41,2,4,1,1,0,1,0,0,1,0,0,0,0,0
3074,34,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3075,46,1,5,0,0,1,0,1,0,0,0,1,0,0,0
3078,33,2,1,0,1,0,1,0,0,0,0,1,0,0,0
3081,30,2,3,0,0,1,1,0,0,1,0,0,0,0,0
3084,50,4,7,0,1,0,0,1,0,1,0,0,0,0,0
3085,21,5,0,0,0,1,0,0,1,1,0,0,0,0,0
3086,31,10,16,1,0,1,1,0,0,0,0,0,1,0,0
3087,31,7,2,1,0,1,1,0,0,1,0,0,0,0,0
3089,23,4,0,0,1,0,0,0,1,1,0,0,0,0,0
3090,25,6,1,0,0,1,1,0,0,1,0,0,0,0,0
3093,24,5,1,0,1,0,0,0,1,0,0,1,0,0,0
3094,31,10,13,1,0,1,1,0,0,1,0,0,0,0,0
3096,60,1,0,0,0,1,0,1,0,1,0,0,0,0,0
3101,30,2,2,0,0,1,1,0,0,1,0,0,0,0,0
3104,32,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3107,46,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3110,21,4,0,1,0,1,0,0,1,0,0,1,0,0,0
3111,28,9,6,0,0,1,1,0,0,1,0,0,0,0,0
3112,35,8,0,0,0,1,1,0,0,1,0,0,0,0,0
3113,34,3,2,1,0,1,1,0,0,0,0,0,1,0,0
3114,41,8,2,1,0,1,1,0,0,0,1,0,0,0,0
3115,40,4,7,0,1,0,1,0,0,1,0,0,0,0,0
3116,23,10,1,1,0,1,0,0,1,1,0,0,0,0,0
3117,23,6,3,1,0,1,0,0,1,1,0,0,0,0,0
3118,28,4,2,0,0,1,1,0,0,1,0,0,0,0,0
3120,21,4,0,1,0,1,0,0,1,0,0,0,1,0,0
3122,46,4,2,0,0,1,0,1,0,0,0,1,0,0,0
3129,56,2,1,0,0,1,0,1,0,1,0,0,0,0,0
3130,41,6,19,0,0,1,1,0,0,1,0,0,0,0,0
3131,40,5,8,1,0,1,1,0,0,0,0,0,1,0,0
3132,30,3,5,1,0,1,1,0,0,0,0,0,1,0,0
3134,24,4,1,1,0,1,0,0,1,1,0,0,0,0,0
3135,25,8,7,0,0,1,1,0,0,1,0,0,0,0,0
3136,33,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3137,48,8,2,0,0,1,0,1,0,0,0,1,0,0,0
3138,33,6,11,1,0,1,1,0,0,1,0,0,0,0,0
3139,25,7,0,0,0,1,1,0,0,0,0,0,1,0,0
3143,25,8,6,1,0,1,1,0,0,0,0,1,0,0,0
3144,58,7,38,1,0,1,0,1,0,1,0,0,0,0,0
3145,30,5,7,1,0,1,1,0,0,1,0,0,0,0,0
3146,37,3,0,1,0,1,1,0,0,0,0,0,1,0,0
3152,43,8,7,0,1,0,1,0,0,0,0,1,0,0,0
3153,32,3,0,0,0,1,1,0,0,0,0,1,0,0,0
3154,33,7,3,0,0,1,1,0,0,0,0,0,0,0,1
3155,39,2,4,1,0,1,1,0,0,0,0,0,0,0,1
3156,49,1,4,0,0,1,0,1,0,0,0,1,0,0,0
3157,24,4,0,0,0,1,0,0,1,0,0,1,0,0,0
3158,26,9,1,0,0,1,1,0,0,1,0,0,0,0,0
3159,42,2,0,0,0,1,1,0,0,0,0,1,0,0,0
3160,22,6,1,1,0,1,0,0,1,1,0,0,0,0,0
3161,36,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3162,29,7,7,1,0,1,1,0,0,0,0,1,0,0,0
3163,39,3,0,0,0,1,1,0,0,0,0,1,0,0,0
3164,27,6,13,1,0,1,1,0,0,1,0,0,0,0,0
3165,38,5,2,1,0,1,1,0,0,0,0,1,0,0,0
3166,20,2,0,1,0,1,0,0,1,0,0,1,0,0,0
3168,25,10,4,1,0,1,1,0,0,1,0,0,0,0,0
3169,53,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3170,27,8,0,1,1,0,1,0,0,1,0,0,0,0,0
3174,21,5,0,1,0,1,0,0,1,0,0,0,0,0,1
3175,50,1,1,1,0,1,0,1,0,0,0,1,0,0,0
3176,41,5,4,0,0,1,1,0,0,1,0,0,0,0,0
3177,34,2,4,1,0,1,1,0,0,1,0,0,0,0,0
3178,22,8,5,1,0,1,0,0,1,0,0,1,0,0,0
3181,22,7,0,1,0,1,0,0,1,0,0,1,0,0,0
3182,25,5,2,0,0,1,1,0,0,1,0,0,0,0,0
3183,42,4,1,1,0,1,1,0,0,1,0,0,0,0,0
3186,27,3,2,0,1,0,1,0,0,0,0,1,0,0,0
3188,51,1,2,0,0,1,0,1,0,0,0,0,0,0,1
3189,33,9,23,1,0,1,1,0,0,1,0,0,0,0,0
3190,24,3,0,0,0,1,0,0,1,1,0,0,0,0,0
3191,37,4,4,0,0,1,1,0,0,1,0,0,0,0,0
3192,37,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3197,27,2,0,0,1,0,1,0,0,0,0,0,0,0,1
3198,21,6,0,0,0,1,0,0,1,0,0,0,0,0,1
3200,35,1,1,1,0,1,1,0,0,1,0,0,0,0,0
3203,24,8,0,0,1,0,0,0,1,0,0,1,0,0,0
3204,21,7,1,0,0,1,0,0,1,0,0,0,0,0,1
3205,49,1,2,0,0,1,0,1,0,0,0,1,0,0,0
3206,38,6,9,0,0,1,1,0,0,1,0,0,0,0,0
3207,61,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3208,30,2,0,0,1,0,1,0,0,1,0,0,0,0,0
3209,22,6,3,0,0,1,0,0,1,1,0,0,0,0,0
3212,25,7,0,1,0,1,1,0,0,1,0,0,0,0,0
3214,30,3,3,1,1,0,1,0,0,0,0,0,1,0,0
3215,52,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3217,26,2,0,0,0,1,1,0,0,0,0,1,0,0,0
3218,26,4,0,0,0,1,1,0,0,0,0,0,0,0,1
3222,29,7,6,0,0,1,1,0,0,1,0,0,0,0,0
3223,45,9,9,1,0,1,0,1,0,0,0,1,0,0,0
3225,20,9,0,1,0,1,0,0,1,1,0,0,0,0,0
3226,29,8,4,0,0,1,1,0,0,1,0,0,0,0,0
3227,43,6,1,1,0,1,1,0,0,0,0,1,0,0,0
3229,26,5,2,0,0,1,1,0,0,0,0,1,0,0,0
3230,46,4,4,0,1,0,0,1,0,1,0,0,0,0,0
3232,46,1,0,0,1,0,0,1,0,1,0,0,0,0,0
3234,39,1,8,0,0,1,1,0,0,0,0,1,0,0,0
3236,29,10,12,1,0,1,1,0,0,1,0,0,0,0,0
3237,41,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3238,29,10,11,1,0,1,1,0,0,1,0,0,0,0,0
3240,25,7,5,0,1,0,1,0,0,1,0,0,0,0,0
3242,23,7,2,0,0,1,0,0,1,1,0,0,0,0,0
3243,46,8,1,1,1,0,0,1,0,1,0,0,0,0,0
3246,30,3,0,0,0,1,1,0,0,0,0,1,0,0,0
3247,34,6,1,0,0,1,1,0,0,0,0,1,0,0,0
3248,70,1,11,1,0,1,0,1,0,0,0,1,0,0,0
3250,52,1,2,0,0,1,0,1,0,0,0,1,0,0,0
3255,51,2,4,0,0,1,0,1,0,1,0,0,0,0,0
3259,45,10,15,1,1,0,0,1,0,0,0,0,0,1,0
3260,55,6,21,1,0,1,0,1,0,1,0,0,0,0,0
3261,49,1,1,0,1,0,0,1,0,0,0,1,0,0,0
3262,26,6,9,1,1,0,1,0,0,1,0,0,0,0,0
3265,47,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3267,27,2,0,0,0,1,1,0,0,1,0,0,0,0,0
3268,25,7,5,1,0,1,1,0,0,0,0,1,0,0,0
3270,21,10,1,1,0,1,0,0,1,1,0,0,0,0,0
3272,37,10,26,1,0,1,1,0,0,1,0,0,0,0,0
3273,21,9,1,1,0,1,0,0,1,1,0,0,0,0,0
3274,21,6,0,0,0,1,0,0,1,1,0,0,0,0,0
3278,25,10,4,1,0,1,1,0,0,1,0,0,0,0,0
3280,27,5,3,1,1,0,1,0,0,1,0,0,0,0,0
3281,30,4,3,1,0,1,1,0,0,0,0,1,0,0,0
3283,70,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3284,37,9,11,1,0,1,1,0,0,0,0,1,0,0,0
3285,46,5,5,1,0,1,0,1,0,1,0,0,0,0,0
3286,40,1,4,1,0,1,1,0,0,0,0,0,0,0,1
3287,20,8,1,1,0,1,0,0,1,1,0,0,0,0,0
3288,43,4,18,1,0,1,1,0,0,1,0,0,0,0,0
3289,38,6,15,0,0,1,1,0,0,1,0,0,0,0,0
3290,29,4,0,0,0,1,1,0,0,1,0,0,0,0,0
3291,37,2,8,1,0,1,1,0,0,1,0,0,0,0,0
3292,38,4,3,0,0,1,1,0,0,0,0,0,1,0,0
3293,27,3,0,0,1,0,1,0,0,0,0,1,0,0,0
3294,20,5,0,1,1,0,0,0,1,0,0,0,0,0,1
3295,44,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3298,31,5,6,0,0,1,1,0,0,0,0,1,0,0,0
3299,29,2,3,1,0,1,1,0,0,1,0,0,0,0,0
3300,48,7,13,1,0,1,0,1,0,0,0,1,0,0,0
3301,30,2,0,0,1,0,1,0,0,1,0,0,0,0,0
3302,25,5,2,1,1,0,1,0,0,0,0,1,0,0,0
3304,40,2,3,0,0,1,1,0,0,1,0,0,0,0,0
3305,49,2,3,0,1,0,0,1,0,0,0,1,0,0,0
3306,33,3,1,0,0,1,1,0,0,0,0,1,0,0,0
3309,26,5,5,1,0,1,1,0,0,0,0,1,0,0,0
3310,31,3,1,0,0,1,1,0,0,0,0,0,1,0,0
3312,61,1,1,0,0,1,0,1,0,0,0,1,0,0,0
3314,30,4,2,0,0,1,1,0,0,0,0,1,0,0,0
3315,62,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3316,27,8,4,1,1,0,1,0,0,0,0,1,0,0,0
3318,48,6,9,0,0,1,0,1,0,0,0,1,0,0,0
3319,40,2,0,0,1,0,1,0,0,0,0,1,0,0,0
3320,24,4,0,0,0,1,0,0,1,0,0,1,0,0,0
3322,22,4,0,1,0,1,0,0,1,1,0,0,0,0,0
3323,30,8,4,1,0,1,1,0,0,1,0,0,0,0,0
3324,63,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3325,46,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3326,33,10,4,0,0,1,1,0,0,1,0,0,0,0,0
3328,21,6,1,1,1,0,0,0,1,1,0,0,0,0,0
3329,43,4,0,1,0,1,1,0,0,0,0,1,0,0,0
3331,26,10,3,1,0,1,1,0,0,1,0,0,0,0,0
3332,51,1,1,0,0,1,0,1,0,1,0,0,0,0,0
3333,39,1,3,1,0,1,1,0,0,0,0,1,0,0,0
3335,30,3,0,1,1,0,1,0,0,0,0,0,1,0,0
3337,32,8,14,1,0,1,1,0,0,1,0,0,0,0,0
3338,22,6,0,0,0,1,0,0,1,1,0,0,0,0,0
3339,59,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3340,38,7,37,1,0,1,1,0,0,1,0,0,0,0,0
3341,23,6,2,0,0,1,0,0,1,1,0,0,0,0,0
3342,42,1,0,1,0,1,1,0,0,1,0,0,0,0,0
3343,20,3,1,1,0,1,0,0,1,1,0,0,0,0,0
3344,38,7,2,1,0,1,1,0,0,1,0,0,0,0,0
3345,34,3,2,0,1,0,1,0,0,0,0,1,0,0,0
3347,36,3,7,1,1,0,1,0,0,1,0,0,0,0,0
3348,35,4,7,1,0,1,1,0,0,0,0,1,0,0,0
3349,36,3,0,1,0,1,1,0,0,1,0,0,0,0,0
3350,31,1,1,0,0,1,1,0,0,1,0,0,0,0,0
3351,28,4,3,1,1,0,1,0,0,1,0,0,0,0,0
3354,28,2,1,1,0,1,1,0,0,1,0,0,0,0,0
3356,60,1,3,0,0,1,0,1,0,0,0,1,0,0,0
3357,43,4,0,0,0,1,1,0,0,1,0,0,0,0,0
3358,40,1,1,0,0,1,1,0,0,1,0,0,0,0,0
3359,31,9,15,1,0,1,1,0,0,1,0,0,0,0,0
3360,54,7,6,1,0,1,0,1,0,1,0,0,0,0,0
3361,26,6,1,0,0,1,1,0,0,1,0,0,0,0,0
3362,24,9,17,1,0,1,0,0,1,1,0,0,0,0,0
3363,41,1,0,1,0,1,1,0,0,0,0,0,1,0,0
3369,21,9,1,1,0,1,0,0,1,1,0,0,0,0,0
3370,29,2,1,1,1,0,1,0,0,0,0,0,1,0,0
3371,22,3,0,0,0,1,0,0,1,1,0,0,0,0,0
3375,52,7,9,1,0,1,0,1,0,0,0,0,1,0,0
3376,40,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3377,37,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3379,21,4,1,0,0,1,0,0,1,0,0,0,0,0,1
3380,45,4,1,0,1,0,0,1,0,1,0,0,0,0,0
3381,29,2,1,1,0,1,1,0,0,1,0,0,0,0,0
3383,46,5,10,1,0,1,0,1,0,1,0,0,0,0,0
3384,21,8,1,0,0,1,0,0,1,0,0,1,0,0,0
3385,50,9,7,0,0,1,0,1,0,1,0,0,0,0,0
3386,35,5,6,1,0,1,1,0,0,0,0,1,0,0,0
3387,52,1,1,1,0,1,0,1,0,1,0,0,0,0,0
3390,48,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3391,29,8,9,1,1,0,1,0,0,1,0,0,0,0,0
3392,48,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3393,31,6,10,1,0,1,1,0,0,1,0,0,0,0,0
3394,21,8,3,1,0,1,0,0,1,0,0,1,0,0,0
3395,32,1,0,1,0,1,1,0,0,0,0,0,0,0,1
3396,47,5,0,0,0,1,0,1,0,1,0,0,0,0,0
3397,62,7,1,0,0,1,0,1,0,1,0,0,0,0,0
3398,21,10,3,1,0,1,0,0,1,1,0,0,0,0,0
3399,35,10,13,0,0,1,1,0,0,1,0,0,0,0,0
3401,46,1,3,1,0,1,0,1,0,1,0,0,0,0,0
3403,34,4,5,1,0,1,1,0,0,1,0,0,0,0,0
3404,52,1,2,0,0,1,0,1,0,1,0,0,0,0,0
3405,39,2,7,0,1,0,1,0,0,1,0,0,0,0,0
3406,21,8,0,1,0,1,0,0,1,0,0,1,0,0,0
3407,53,1,1,0,0,1,0,1,0,0,0,1,0,0,0
3408,19,3,0,1,1,0,0,0,1,0,0,1,0,0,0
3409,22,6,0,0,0,1,0,0,1,1,0,0,0,0,0
3410,45,3,1,0,0,1,0,1,0,1,0,0,0,0,0
3411,27,2,0,0,1,0,1,0,0,0,0,1,0,0,0
3412,25,2,0,0,0,1,1,0,0,0,0,1,0,0,0
3413,30,4,0,1,0,1,1,0,0,0,0,1,0,0,0
3415,31,5,2,1,0,1,1,0,0,1,0,0,0,0,0
3417,28,3,3,0,0,1,1,0,0,0,0,1,0,0,0
3418,36,2,3,1,0,1,1,0,0,1,0,0,0,0,0
3419,27,5,7,1,0,1,1,0,0,1,0,0,0,0,0
3420,42,2,1,0,0,1,1,0,0,1,0,0,0,0,0
3422,35,5,0,1,0,1,1,0,0,0,0,1,0,0,0
3423,33,2,2,0,1,0,1,0,0,0,0,1,0,0,0
3425,24,10,6,1,0,1,0,0,1,0,0,0,1,0,0
3426,25,10,21,1,0,1,1,0,0,1,0,0,0,0,0
3427,42,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3429,21,6,0,1,0,1,0,0,1,1,0,0,0,0,0
3431,28,2,0,0,1,0,1,0,0,1,0,0,0,0,0
3434,27,10,25,1,0,1,1,0,0,1,0,0,0,0,0
3437,21,6,0,0,1,0,0,0,1,0,0,1,0,0,0
3438,26,6,0,1,0,1,1,0,0,0,0,1,0,0,0
3439,36,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3440,23,8,1,1,0,1,0,0,1,1,0,0,0,0,0
3441,49,7,0,1,0,1,0,1,0,0,0,1,0,0,0
3442,29,8,11,1,0,1,1,0,0,1,0,0,0,0,0
3444,44,2,0,1,0,1,1,0,0,0,0,1,0,0,0
3445,28,3,1,0,0,1,1,0,0,0,0,1,0,0,0
3446,27,6,2,1,0,1,1,0,0,1,0,0,0,0,0
3448,35,7,12,1,1,0,1,0,0,1,0,0,0,0,0
3449,36,8,19,1,0,1,1,0,0,1,0,0,0,0,0
3451,46,2,2,0,0,1,0,1,0,0,0,1,0,0,0
3452,34,1,3,0,0,1,1,0,0,1,0,0,0,0,0
3453,45,3,15,1,0,1,0,1,0,1,0,0,0,0,0
3454,28,3,9,1,0,1,1,0,0,1,0,0,0,0,0
3455,25,3,1,0,1,0,1,0,0,1,0,0,0,0,0
3456,21,8,1,0,0,1,0,0,1,1,0,0,0,0,0
3457,48,1,1,0,0,1,0,1,0,1,0,0,0,0,0
3458,37,2,1,0,0,1,1,0,0,0,0,1,0,0,0
3460,24,6,3,1,0,1,0,0,1,1,0,0,0,0,0
3462,37,1,1,1,0,1,1,0,0,0,0,1,0,0,0
3463,39,3,1,0,0,1,1,0,0,0,0,1,0,0,0
3464,24,5,1,1,0,1,0,0,1,0,0,1,0,0,0
3465,49,1,2,0,0,1,0,1,0,0,0,0,0,0,1
3468,35,10,3,1,0,1,1,0,0,1,0,0,0,0,0
3470,23,2,1,1,0,1,0,0,1,1,0,0,0,0,0
